source,target,src_word_len,tgt_word_len,src_char_len,tgt_char_len,char_ratio,word_ratio,dataset
"Онно үөрэнэ сылдьан биирдэ крикет күрэхтэһиитиэгр кытта сырыттаҕына, кинини Пабло Макнейл диэн чэпчэки атлетика тириэньэрэ өйдөөн көрөр.","After graduating from elementary school in 1998, he entered the high school named after William Nibba [12].During the screaming competition, he was noticed by the athletics coach of this school Pablo McNyol.",17,38,136,207,1.5220588235294117,2.235294117647059,wikimedia
"Ол түмүгэр, Болт крикети быраҕар уонна 2001 с. [13] сүүрүүгэ бастакы кыһыл көмүс мэтээлин ылар.",He drew attention to the high -speed potential of the young athlete and advised usin to throw a screaming bolt and go to athletics [13].,15,28,95,136,1.431578947368421,1.8666666666666667,wikimedia
"Ямайка оскуола оҕолоругар сүүрүүгэ чөмпүйэнээтигэр 200 миэтэрэни 22,4 сөкүүндэнэн кэлэн, 2-с миэстэ буолар[14].","In 2001, he wins his first medal in athletics.At the Yamaiki championship, among high school students, he took 2nd place in 200 meters running with a result of 22.04 [14].",13,36,111,171,1.5405405405405406,2.769230769230769,wikimedia
"Билял Махов Сүрүн информация Гражданство Россия Арассыыйа Дата рождения 20 балаҕан ыйа 1987(1987-09-20) (28 саас) Место рождения Нальчик, Кабардин-Балкар АССР, ССРС Проживание Махачкала, Дагестан, Арассыыйа Рост 196 см Весовая категория Ыарахан ыйааһын Карьера 2016 г. — н.в.","Bilac General Information Citizenship Russia Russia Date of birth September 20, 1987 (1987-09-20) (28 years old) Place of birth Nalchik, Kabardino-Balkarian Autonomous Soviet Socialist Republic, USSR Living Makhachkala, Dagestan, Russia Growth 196 cm Weighty Career Height 2016-N.V.",37,47,275,282,1.0254545454545454,1.2702702702702702,wikimedia
Команда K-Dojo Warrior Tribe Тренер Мурат Кештов Стиль көҥүл тустуу Статистика в смешанных единоборствах Боёв 0 Побед 0 • нокаутом 0 • сдачей 0 • решением 0 Поражений 0 • нокаутом 0 • сдачей 0 • решением 0 Ничьих 0 Другая информация,Team K-Dojo Warrior Tribe Coach Murat Keshtov style free struggle Greco-Roman Statistics Statistics in mixed martial arts of battles 0 • knockout 0 • Passage 0,42,26,232,159,0.6853448275862069,0.6190476190476191,wikimedia
"Махуэ Билал Валерий и къуэ; 1987 с. балаҕан ыйын 20 к. төр. Нальчик) — Арассыыйа көҥүл уонна греко-римскай тустууга бөҕөһө. Көҥүл тустууга аан дойду үс төгүллээх чөмпүйүөнэ, көҥүл тустууга Дьобуруопа чөмпүйүөнэ, көҥүл уонна греко-римскай тустууга Арассыыйа чөмпүйүөнэ.","Mahue Bilal Valery and Kuue;Rod. 20, 1987 (19870920), Nalchik) is a Russian fighter who performs both in the free and Greco-Roman wrestling, three-time world-folding champion in freestyle wrestling, European freestyle wrestling champion, Russian Greco-Roman and freestyle wrestling champion.",37,50,268,291,1.085820895522388,1.3513513513513513,wikimedia
Ырахан ыйааһыҥҥа UFC профессиональнай бөҕөһө[1].,Professional UFC fighter in heavyweight [1].,5,9,48,44,0.9166666666666666,1.8,wikimedia
Успуорка карьерата,Sports career,2,2,18,13,0.7222222222222222,1.0,wikimedia
Көҥүл тустуунан 8 сааһыттан дьарыктанар.,He began to deal with freestyle wrestling since eight years.,5,11,40,60,1.5,2.2,wikimedia
10 сааһыгар бастакы чөмпүйэнээтин кыайбыта.,At ten already won his first championship.,5,8,43,42,0.9767441860465116,1.6,wikimedia
"14 саастааҕар кинини Гаджи Гаджиев диэн Дагестан тириэньэрэ таба көрөн, киниэхэ дьарыктанар буолар.","At fourteen at the Jufus Championship he was seen by the famous Dagestan coach Gadzhi Gadzhiev, and at his invitation he moved to Dagestan.",13,26,99,139,1.404040404040404,2.0,wikimedia
"2005 уонна 2006 сыылардаахха юниордарга аан дойду чөмпүйэнээтин кыайар, оттон 2007 сыллаахха улахан дьон тустуутугар тахсар уонна аатырбыт Курамагомед Курамагомедовы кыайан, тута чөмпүйүөннүүр.","In 2005 and 2006, he won the world championship among juniors, and in 2007 he first entered the adult arena in Nalchik during a meeting of the national teams of the KBR, Russia and the USA, where he won his first fight among adults.Then victories followed at the Russian championship.At the 2007 World Championship, he became a champion, having prevailed over the eminent Kuramagomed Kuramagomedov in the final.",23,75,193,411,2.1295336787564767,3.260869565217391,wikimedia
"2007 сыллаахха Арассыыйа Олимпиадаҕа кэмитиэтэ Билял Маховы ""Успуорт сайыҥҥы көрүҥнэригэр сыл бастыҥ арыйыыта"" диэн билинэр.","According to the results of 2007, the Olympic Committee of Russia recognized Bilyal Makhov by the opening of the year among athletes of summer species.",15,27,124,151,1.217741935483871,1.8,wikimedia
2008 сыллаахха Красноярскайга ыытыллыбыт Иван Ярыгин аатынан көҥүл тустуу чөмпүйэнээтигэр кытта сылдьан ыалдьар.,"During the memory tournament, Ivan Yarygin in January 2008 in Krasnoyarsk felt bad.",13,15,112,83,0.7410714285714286,1.1538461538461537,wikimedia
"Анаалыс түмүгэ көрдөрбүтүнэн, Махов уртуутунан сүһүрбүт буолар.",The tests showed that Makhov was poisoned by mercury.,7,10,63,53,0.8412698412698413,1.4285714285714286,wikimedia
Онстон сылтаан кини Дьобуруопа чөмпүйэнээтигэр уонна Пекиннээҕи Олимпиадаҕа кыттыбатаҕа.,"In this regard, he could not take part at the European and Olympic Games of 2008 in Beijing.",9,20,88,92,1.0454545454545454,2.2222222222222223,wikimedia
Ол кэннэ Махов хас да төгүллээн ЦСКА кубогын хас да төгүллээх чөмпүйүөнэ буолар.,"After that, he repeatedly won the CSKA Cup.",13,10,80,43,0.5375,0.7692307692307693,wikimedia
Тус олоҕо,Personal life,2,2,9,13,1.4444444444444444,1.0,wikimedia
2012 сыллааҕы Олимпиада кэннэ ыал буолбута.,Married after the 2012 Olympics.,6,6,43,32,0.7441860465116279,1.0,wikimedia
"Ойоҕо — адыг (кабардинка)[5], фортепианоҕа оонньуур[6]",By nationality - Adygure (Kabardinets) [5].Plays piano. [6],6,16,54,59,1.0925925925925926,2.6666666666666665,wikimedia
Бэлиэтээһиннэр,Notes,1,1,14,5,0.35714285714285715,1.0,wikimedia
Сыылкалар,Links,1,1,9,5,0.5555555555555556,1.0,wikimedia
"Кристина Владимировна Тимофеева (1993 сыллаахха атырдьах ыйын 28 күнэ, Бэрдьигэстээх, Горнай улууһа, Саха сирэ, Арассыыйа) — Арассыыйа спорстмена, охчут, 2012 с. ыытыллыбыт Олимпиада оонньууларыгар Арассыыйа сүүмэрдэммит хамаандатын чилиэнэ.","Kristina Vladimirovna Timofeeva (born August 28, 1993, Berdigestykh, Mountain Ulus, Yakutia, Russia) - a Russian athlete, a shooter from Luke, a member of the Russian national team at the 2012 Olympic Games.",28,42,241,207,0.8589211618257261,1.5,wikimedia
